Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Price_Min,Price_Max,Price_Avg,Price_Range_Width,Price_Category,Revenue_Per_Unit,Success_Score
PROD-2025-0516,Eco Eco-friendly Diapers Toy,Baby,Eco-friendly Diapers,63603,7568757.0,$98-$140,79.2,Shopify Trending List,Trending based on category growth and social media signals.,98.0,140.0,119.0,42.0,Luxury,119.0,0.407501001588727
PROD-2025-0517,Wireless Stock Media Guide,Digital Goods,Stock Media,246158,21908062.0,$57-$121,94.5,Instagram Shop Popular,Trending based on category growth and social media signals.,57.0,121.0,89.0,64.0,Premium,89.0,0.5170114782176602
PROD-2025-0518,Aura Indoor Plants Accessories Diffuser,Home & Garden,Indoor Plants Accessories,90326,6503472.0,$53-$91,74.4,Instagram Shop Popular,Trending based on category growth and social media signals.,53.0,91.0,72.0,38.0,Premium,72.0,0.3883331834898252
PROD-2025-0519,Ergonomic Educational Toys Stroller,Baby,Educational Toys,53408,10120816.0,$147-$232,76.4,Instagram Shop Popular,Trending based on category growth and social media signals.,147.0,232.0,189.5,85.0,Luxury,189.5,0.3916574924587005
PROD-2025-0520,Vital Organic Baby Clothing Crib,Baby,Organic Baby Clothing,96557,16752639.5,$139-$208,73.6,Instagram Shop Popular,Trending based on category growth and social media signals.,139.0,208.0,173.5,69.0,Luxury,173.5,0.38545990299832883
PROD-2025-0521,Premium Personal Care Gadgets Oil,Beauty & Skincare,Personal Care Gadgets,15172,2169596.0,$107-$179,70.5,Shopify Trending List,Trending based on category growth and social media signals.,107.0,179.0,143.0,72.0,Luxury,143.0,0.3552434743031644
PROD-2025-0522,Premium SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,43905,5312505.0,$108-$134,80.8,Amazon Best Sellers,Trending based on category growth and social media signals.,108.0,134.0,121.0,26.0,Luxury,121.0,0.4119391141102315
PROD-2025-0523,Vital Educational Toys Bottle,Baby,Educational Toys,84696,5759328.0,$31-$105,81.9,Google Trends Breakout,Trending based on category growth and social media signals.,31.0,105.0,68.0,74.0,Premium,68.0,0.4248151397034545
PROD-2025-0524,Nano Smart Pet Feeders Treats,Pet,Smart Pet Feeders,69846,9499056.0,$112-$160,88.4,Google Trends Breakout,Trending based on category growth and social media signals.,112.0,160.0,136.0,48.0,Luxury,136.0,0.4546298909951767
PROD-2025-0525,Smart Athleisure Sneakers,Fashion,Athleisure,29574,3888981.0,$128-$135,81.5,Google Trends Breakout,Trending based on category growth and social media signals.,128.0,135.0,131.5,7.0,Luxury,131.5,0.41284771348812177
PROD-2025-0526,Wireless Pet Grooming Tools Bowl,Pet,Pet Grooming Tools,53441,2939255.0,$51-$59,85.7,Amazon Best Sellers,Trending based on category growth and social media signals.,51.0,59.0,55.0,8.0,Premium,55.0,0.43816345967805226
PROD-2025-0527,Pure Personal Care Gadgets Lipstick,Beauty & Skincare,Personal Care Gadgets,54581,8732960.0,$136-$184,86.7,Shopify Trending List,Trending based on category growth and social media signals.,136.0,184.0,160.0,48.0,Luxury,160.0,0.44336959998293013
PROD-2025-0528,Sustainable Kitchen Gadgets Shelf,Home & Garden,Kitchen Gadgets,101388,11558232.0,$88-$140,94.6,Amazon Best Sellers,Trending based on category growth and social media signals.,88.0,140.0,114.0,52.0,Luxury,114.0,0.4913334677464561
PROD-2025-0529,Minimalist Phone Accessories Earbuds,Electronics,Phone Accessories,25139,4638145.5,$135-$234,82.2,Google Trends Breakout,Trending based on category growth and social media signals.,135.0,234.0,184.5,99.0,Luxury,184.5,0.4155457553722153
PROD-2025-0530,Ergonomic Eco-friendly Diapers Stroller,Baby,Eco-friendly Diapers,47159,6177829.0,$87-$175,72.4,Shopify Trending List,Trending based on category growth and social media signals.,87.0,175.0,131.0,88.0,Luxury,131.0,0.3705275181032778
PROD-2025-0531,Pure Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,97838,14480024.0,$140-$156,70.8,Amazon Best Sellers,Trending based on category growth and social media signals.,140.0,156.0,148.0,16.0,Luxury,148.0,0.3716915396040732
PROD-2025-0532,Zen Charging Solutions Speaker,Electronics,Charging Solutions,14585,590692.5,$19-$62,75.9,Shopify Trending List,Trending based on category growth and social media signals.,19.0,62.0,40.5,43.0,Mid-Range,40.5,0.38213733012863516
PROD-2025-0533,Zen SaaS Subscriptions Masterclass,Digital Goods,SaaS Subscriptions,34752,5299680.0,$138-$167,89.1,Amazon Best Sellers,Trending based on category growth and social media signals.,138.0,167.0,152.5,29.0,Luxury,152.5,0.4517840244518566
PROD-2025-0534,Glow Organic Baby Clothing Bib,Baby,Organic Baby Clothing,182762,24033203.0,$84-$179,92.6,Shopify Trending List,Trending based on category growth and social media signals.,84.0,179.0,131.5,95.0,Luxury,131.5,0.49604790736850324
PROD-2025-0535,Glow Fragrances Oil,Beauty & Skincare,Fragrances,27945,3395317.5,$99-$144,83.0,Shopify Trending List,Trending based on category growth and social media signals.,99.0,144.0,121.5,45.0,Luxury,121.5,0.420053149841941
PROD-2025-0536,Smart Smart Fitness Trackers Dumbbell,Fitness,Smart Fitness Trackers,36544,4293920.0,$88-$147,84.5,Google Trends Breakout,Trending based on category growth and social media signals.,88.0,147.0,117.5,59.0,Luxury,117.5,0.4291080625451384
PROD-2025-0537,Minimalist Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,67544,3985096.0,$21-$97,71.7,Amazon Best Sellers,Trending based on category growth and social media signals.,21.0,97.0,59.0,76.0,Premium,59.0,0.37071363223918646
PROD-2025-0538,Flex Phone Accessories Speaker,Electronics,Phone Accessories,24857,1553562.5,$32-$93,82.8,Amazon Best Sellers,Trending based on category growth and social media signals.,32.0,93.0,62.5,61.0,Premium,62.5,0.41849476277048225
PROD-2025-0539,Swift Pet Apparel Toy,Pet,Pet Apparel,353285,41687630.0,$77-$159,90.0,Google Trends Breakout,Trending based on category growth and social media signals.,77.0,159.0,118.0,82.0,Luxury,118.0,0.5138826996568306
PROD-2025-0540,Luxe Home Office Decor Desk,Home & Garden,Home Office Decor,23553,4062892.5,$129-$216,87.4,Google Trends Breakout,Trending based on category growth and social media signals.,129.0,216.0,172.5,87.0,Luxury,172.5,0.44125896719367463
PROD-2025-0541,Pure Yoga Gear Mat,Fitness,Yoga Gear,47368,7010464.0,$118-$178,81.3,Shopify Trending List,Trending based on category growth and social media signals.,118.0,178.0,148.0,60.0,Luxury,148.0,0.41506531049250533
PROD-2025-0542,Ergonomic Yoga Gear Scale,Fitness,Yoga Gear,34816,2489344.0,$50-$93,76.4,Amazon Best Sellers,Trending based on category growth and social media signals.,50.0,93.0,71.5,43.0,Premium,71.5,0.38829559724090246
PROD-2025-0543,Wireless Phone Accessories Speaker,Electronics,Phone Accessories,84568,6258032.0,$41-$107,87.6,Amazon Best Sellers,Trending based on category growth and social media signals.,41.0,107.0,74.0,66.0,Premium,74.0,0.4532919941253629
PROD-2025-0544,Sustainable Charging Solutions Projector,Electronics,Charging Solutions,74570,9470390.0,$105-$149,83.5,Instagram Shop Popular,Trending based on category growth and social media signals.,105.0,149.0,127.0,44.0,Luxury,127.0,0.43098410748661803
PROD-2025-0545,Smart Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,35055,1314562.5,$28-$47,70.2,Shopify Trending List,Trending based on category growth and social media signals.,28.0,47.0,37.5,19.0,Mid-Range,37.5,0.35733881437499526
PROD-2025-0546,Ergonomic Fragrances Lipstick,Beauty & Skincare,Fragrances,79041,11263342.5,$110-$175,83.1,Shopify Trending List,Trending based on category growth and social media signals.,110.0,175.0,142.5,65.0,Luxury,142.5,0.42979257529636283
PROD-2025-0547,Smart Baby Safety Gear Swaddle,Baby,Baby Safety Gear,23531,3423760.5,$128-$163,71.6,Google Trends Breakout,Trending based on category growth and social media signals.,128.0,163.0,145.5,35.0,Luxury,145.5,0.3622549890474401
PROD-2025-0548,Wireless Korean Skincare Brush,Beauty & Skincare,Korean Skincare,33370,3453795.0,$76-$131,76.2,Amazon Best Sellers,Trending based on category growth and social media signals.,76.0,131.0,103.5,55.0,Luxury,103.5,0.3870341245383994
PROD-2025-0549,Smart Upcycled Fashion Brush,Eco-Friendly,Upcycled Fashion,84618,12904245.0,$121-$184,73.5,Amazon Best Sellers,Trending based on category growth and social media signals.,121.0,184.0,152.5,63.0,Luxury,152.5,0.382801035366805
PROD-2025-0550,Portable E-books Tool,Digital Goods,E-books,97581,17564580.0,$140-$220,83.7,Amazon Best Sellers,Trending based on category growth and social media signals.,140.0,220.0,180.0,80.0,Luxury,180.0,0.43614506762306127
PROD-2025-0551,Aura Personal Care Gadgets Perfume,Beauty & Skincare,Personal Care Gadgets,85943,10528017.5,$112-$133,81.2,Amazon Best Sellers,Trending based on category growth and social media signals.,112.0,133.0,122.5,21.0,Luxury,122.5,0.42154062826501837
PROD-2025-0552,Pure Organic Baby Clothing Swaddle,Baby,Organic Baby Clothing,14801,1428296.5,$56-$137,88.4,Instagram Shop Popular,Trending based on category growth and social media signals.,56.0,137.0,96.5,81.0,Premium,96.5,0.44467638829166467
PROD-2025-0553,Wireless Portable Audio Case,Electronics,Portable Audio,79147,3245027.0,$27-$55,83.4,Shopify Trending List,Trending based on category growth and social media signals.,27.0,55.0,41.0,28.0,Mid-Range,41.0,0.43131174272822
PROD-2025-0554,Swift Online Courses Preset,Digital Goods,Online Courses,61645,6133677.5,$64-$135,88.9,Instagram Shop Popular,Trending based on category growth and social media signals.,64.0,135.0,99.5,71.0,Premium,99.5,0.45564694657385774
PROD-2025-0555,Aura Wearable Tech Case,Electronics,Wearable Tech,61417,3562186.0,$17-$99,70.1,Amazon Best Sellers,Trending based on category growth and social media signals.,17.0,99.0,58.0,82.0,Premium,58.0,0.36160571851288215
PROD-2025-0556,Sustainable Recovery Tools Dumbbell,Fitness,Recovery Tools,26032,1548904.0,$11-$108,84.7,Instagram Shop Popular,Trending based on category growth and social media signals.,11.0,108.0,59.5,97.0,Premium,59.5,0.4282072319443696
PROD-2025-0557,Zen Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,305669,47225860.5,$122-$187,94.5,Instagram Shop Popular,Trending based on category growth and social media signals.,122.0,187.0,154.5,65.0,Luxury,154.5,0.5277725446067729
PROD-2025-0558,Swift Yoga Gear Dumbbell,Fitness,Yoga Gear,27664,4716712.0,$123-$218,87.7,Google Trends Breakout,Trending based on category growth and social media signals.,123.0,218.0,170.5,95.0,Luxury,170.5,0.4435023380650369
PROD-2025-0559,Ergonomic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,24152,3236368.0,$125-$143,78.5,Shopify Trending List,Trending based on category growth and social media signals.,125.0,143.0,134.0,18.0,Luxury,134.0,0.39686728126614995
PROD-2025-0560,Pure Biodegradable Products Wrap,Eco-Friendly,Biodegradable Products,53632,8876096.0,$124-$207,79.4,Instagram Shop Popular,Trending based on category growth and social media signals.,124.0,207.0,165.5,83.0,Luxury,165.5,0.40669799722036076
PROD-2025-0561,Premium Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,43132,7052082.0,$149-$178,81.2,Shopify Trending List,Trending based on category growth and social media signals.,149.0,178.0,163.5,29.0,Luxury,163.5,0.41379933651753803
PROD-2025-0562,Portable Educational Toys Bottle,Baby,Educational Toys,59925,3086137.5,$22-$81,74.4,Instagram Shop Popular,Trending based on category growth and social media signals.,22.0,81.0,51.5,59.0,Premium,51.5,0.38283592786825255
PROD-2025-0563,Glow Footwear Sneakers,Fashion,Footwear,22098,3115818.0,$99-$183,74.7,Shopify Trending List,Trending based on category growth and social media signals.,99.0,183.0,141.0,84.0,Luxury,141.0,0.37749586706771204
PROD-2025-0564,Aura Fragrances Dryer,Beauty & Skincare,Fragrances,485966,42036059.0,$45-$128,92.7,Amazon Best Sellers,Trending based on category growth and social media signals.,45.0,128.0,86.5,83.0,Premium,86.5,0.5513747187721849
PROD-2025-0565,Wireless Kitchen Gadgets Vacuum,Home & Garden,Kitchen Gadgets,32920,5662240.0,$124-$220,80.8,Shopify Trending List,Trending based on category growth and social media signals.,124.0,220.0,172.0,96.0,Luxury,172.0,0.40995275336542125
PROD-2025-0566,Vital Recovery Tools Scale,Fitness,Recovery Tools,52993,4318929.5,$47-$116,72.5,Instagram Shop Popular,Trending based on category growth and social media signals.,47.0,116.0,81.5,69.0,Premium,81.5,0.3720824501547318
PROD-2025-0567,Luxe Footwear Scarf,Fashion,Footwear,31060,2873050.0,$89-$96,84.2,Shopify Trending List,Trending based on category growth and social media signals.,89.0,96.0,92.5,7.0,Premium,92.5,0.42661641918377846
PROD-2025-0568,Wireless Sustainable Apparel Leggings,Fashion,Sustainable Apparel,14379,905877.0,$40-$86,71.6,Google Trends Breakout,Trending based on category growth and social media signals.,40.0,86.0,63.0,46.0,Premium,63.0,0.36060008021389406
PROD-2025-0569,Nano Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,81457,11811265.0,$134-$156,76.6,Shopify Trending List,Trending based on category growth and social media signals.,134.0,156.0,145.0,22.0,Luxury,145.0,0.3977294480828409
PROD-2025-0570,Organic Charging Solutions Projector,Electronics,Charging Solutions,69678,10765251.0,$140-$169,80.4,Instagram Shop Popular,Trending based on category growth and social media signals.,140.0,169.0,154.5,29.0,Luxury,154.5,0.41459951242393156
PROD-2025-0571,Wireless Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,15909,2672712.0,$127-$209,77.8,Google Trends Breakout,Trending based on category growth and social media signals.,127.0,209.0,168.0,82.0,Luxury,168.0,0.3918767422020197
PROD-2025-0572,Ultra Wearable Tech Adapter,Electronics,Wearable Tech,10869,266290.5,$20-$29,72.5,Instagram Shop Popular,Trending based on category growth and social media signals.,20.0,29.0,24.5,9.0,Mid-Range,24.5,0.36446538506466475
PROD-2025-0573,Pro Baby Safety Gear Pacifier,Baby,Baby Safety Gear,17160,2376660.0,$135-$142,75.4,Google Trends Breakout,Trending based on category growth and social media signals.,135.0,142.0,138.5,7.0,Luxury,138.5,0.38010295406289885
PROD-2025-0574,Pro Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,34212,2942232.0,$54-$118,88.7,Shopify Trending List,Trending based on category growth and social media signals.,54.0,118.0,86.0,64.0,Premium,86.0,0.44968637904428294
PROD-2025-0575,Eco Stock Media Tool,Digital Goods,Stock Media,19092,2644242.0,$118-$159,76.1,Google Trends Breakout,Trending based on category growth and social media signals.,118.0,159.0,138.5,41.0,Luxury,138.5,0.38395230763221816
PROD-2025-0576,Smart Charging Solutions Earbuds,Electronics,Charging Solutions,49241,7435391.0,$125-$177,84.7,Google Trends Breakout,Trending based on category growth and social media signals.,125.0,177.0,151.0,52.0,Luxury,151.0,0.43240399539692315
PROD-2025-0577,Pure Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,13970,461010.0,$14-$52,85.3,Google Trends Breakout,Trending based on category growth and social media signals.,14.0,52.0,33.0,38.0,Mid-Range,33.0,0.4290261228588984
PROD-2025-0578,Glow Phone Accessories Earbuds,Electronics,Phone Accessories,47849,3253732.0,$43-$93,89.1,Shopify Trending List,Trending based on category growth and social media signals.,43.0,93.0,68.0,50.0,Premium,68.0,0.4541522872351775
PROD-2025-0579,Premium Organic Makeup Dryer,Beauty & Skincare,Organic Makeup,46233,7189231.5,$143-$168,73.7,Amazon Best Sellers,Trending based on category growth and social media signals.,143.0,168.0,155.5,25.0,Luxury,155.5,0.37686007431177165
PROD-2025-0580,Ergonomic Portable Audio Earbuds,Electronics,Portable Audio,41268,2723688.0,$33-$99,81.7,Amazon Best Sellers,Trending based on category growth and social media signals.,33.0,99.0,66.0,66.0,Premium,66.0,0.4159622790365798
PROD-2025-0581,Flex Smart Lighting Vacuum,Home & Garden,Smart Lighting,41537,6604383.0,$113-$205,74.1,Shopify Trending List,Trending based on category growth and social media signals.,113.0,205.0,159.0,92.0,Luxury,159.0,0.3780109209155378
PROD-2025-0582,Organic Menswear Sunglasses,Fashion,Menswear,28300,4825150.0,$142-$199,71.3,Amazon Best Sellers,Trending based on category growth and social media signals.,142.0,199.0,170.5,57.0,Luxury,170.5,0.3616173426561793
PROD-2025-0583,Minimalist Home Office Decor Cleaner,Home & Garden,Home Office Decor,36752,2774776.0,$46-$105,81.8,Amazon Best Sellers,Trending based on category growth and social media signals.,46.0,105.0,75.5,59.0,Premium,75.5,0.4156456741095371
PROD-2025-0584,Zen Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,99400,9989700.0,$63-$138,87.0,Instagram Shop Popular,Trending based on category growth and social media signals.,63.0,138.0,100.5,75.0,Luxury,100.5,0.45297398798672167
PROD-2025-0585,Premium Online Courses App,Digital Goods,Online Courses,85492,8976660.0,$55-$155,75.7,Amazon Best Sellers,Trending based on category growth and social media signals.,55.0,155.0,105.0,100.0,Luxury,105.0,0.3939590762672114
PROD-2025-0586,Eco Home Gym Equipment Dumbbell,Fitness,Home Gym Equipment,74856,2994240.0,$12-$68,84.0,Google Trends Breakout,Trending based on category growth and social media signals.,12.0,68.0,40.0,56.0,Mid-Range,40.0,0.43353582338766633
PROD-2025-0587,Glow Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,407454,25262148.0,$40-$84,93.4,Amazon Best Sellers,Trending based on category growth and social media signals.,40.0,84.0,62.0,44.0,Premium,62.0,0.5406777998102786
PROD-2025-0588,Nano Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,76562,6622613.0,$59-$114,73.6,Amazon Best Sellers,Trending based on category growth and social media signals.,59.0,114.0,86.5,55.0,Premium,86.5,0.38184431054566786
PROD-2025-0589,Smart Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,333904,25543656.0,$54-$99,93.2,Amazon Best Sellers,Trending based on category growth and social media signals.,54.0,99.0,76.5,45.0,Premium,76.5,0.5263781336490776
PROD-2025-0590,Wireless Biodegradable Products Straws,Eco-Friendly,Biodegradable Products,18900,982800.0,$22-$82,76.3,Shopify Trending List,Trending based on category growth and social media signals.,22.0,82.0,52.0,60.0,Premium,52.0,0.3849175892650809
PROD-2025-0591,Portable Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,93654,12830598.0,$101-$173,84.4,Instagram Shop Popular,Trending based on category growth and social media signals.,101.0,173.0,137.0,72.0,Luxury,137.0,0.4389349685202056
PROD-2025-0592,Vital Organic Makeup Lipstick,Beauty & Skincare,Organic Makeup,61554,3877902.0,$25-$101,88.6,Google Trends Breakout,Trending based on category growth and social media signals.,25.0,101.0,63.0,76.0,Premium,63.0,0.4541304915144332
PROD-2025-0593,Zen Fragrances Mask,Beauty & Skincare,Fragrances,437908,18830044.0,$12-$74,92.1,Instagram Shop Popular,Trending based on category growth and social media signals.,12.0,74.0,43.0,62.0,Mid-Range,43.0,0.5396846391477798
PROD-2025-0594,Zen Womenswear Belt,Fashion,Womenswear,71291,6879581.5,$50-$143,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,50.0,143.0,96.5,93.0,Premium,96.5,0.38639118287285085
PROD-2025-0595,Vital Home Office Decor Diffuser,Home & Garden,Home Office Decor,27513,4016898.0,$142-$150,85.0,Shopify Trending List,Trending based on category growth and social media signals.,142.0,150.0,146.0,8.0,Luxury,146.0,0.429975033515882
PROD-2025-0596,Zen Wearable Tech Hub,Electronics,Wearable Tech,24228,496674.0,$16-$25,87.3,Shopify Trending List,Trending based on category growth and social media signals.,16.0,25.0,20.5,9.0,Mid-Range,20.5,0.44088102395314177
PROD-2025-0597,Ultra Yoga Gear Dumbbell,Fitness,Yoga Gear,405581,16628821.0,$16-$66,94.6,Instagram Shop Popular,Trending based on category growth and social media signals.,16.0,66.0,41.0,50.0,Mid-Range,41.0,0.5463391149058607
PROD-2025-0598,Zen E-books Course,Digital Goods,E-books,26455,3809520.0,$111-$177,72.5,Google Trends Breakout,Trending based on category growth and social media signals.,111.0,177.0,144.0,66.0,Luxury,144.0,0.36728372084696903
PROD-2025-0599,Smart Eco-friendly Diapers Pacifier,Baby,Eco-friendly Diapers,25834,4908460.0,$141-$239,73.3,Amazon Best Sellers,Trending based on category growth and social media signals.,141.0,239.0,190.0,98.0,Luxury,190.0,0.37117142862825925
PROD-2025-0600,Ultra Digital Planners Preset,Digital Goods,Digital Planners,82292,14154224.0,$148-$196,70.0,Instagram Shop Popular,Trending based on category growth and social media signals.,148.0,196.0,172.0,48.0,Luxury,172.0,0.3648804368149225
PROD-2025-0601,Portable Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,19758,3250191.0,$127-$202,70.8,Instagram Shop Popular,Trending based on category growth and social media signals.,127.0,202.0,164.5,75.0,Luxury,164.5,0.3575727369682258
PROD-2025-0602,Smart Pet Apparel Bed,Pet,Pet Apparel,61177,2905907.5,$23-$72,74.8,Shopify Trending List,Trending based on category growth and social media signals.,23.0,72.0,47.5,49.0,Mid-Range,47.5,0.3850623205539605
PROD-2025-0603,Flex Pet Grooming Tools Shampoo,Pet,Pet Grooming Tools,78994,12165076.0,$138-$170,81.4,Google Trends Breakout,Trending based on category growth and social media signals.,138.0,170.0,154.0,32.0,Luxury,154.0,0.4212840765294074
PROD-2025-0604,Nano Accessories T-Shirt,Fashion,Accessories,161317,10001654.0,$19-$105,94.6,Google Trends Breakout,Trending based on category growth and social media signals.,19.0,105.0,62.0,86.0,Premium,62.0,0.502170118914024
PROD-2025-0605,Ultra Eco-friendly Diapers Carrier,Baby,Eco-friendly Diapers,40065,5929620.0,$115-$181,78.0,Instagram Shop Popular,Trending based on category growth and social media signals.,115.0,181.0,148.0,66.0,Luxury,148.0,0.39724474676748495
PROD-2025-0606,Ergonomic Pet Apparel Feeder,Pet,Pet Apparel,298410,12384015.0,$19-$64,90.3,Google Trends Breakout,Trending based on category growth and social media signals.,19.0,64.0,41.5,45.0,Mid-Range,41.5,0.5054599371742214
PROD-2025-0607,Minimalist Wearable Tech Adapter,Electronics,Wearable Tech,79332,5592906.0,$22-$119,73.4,Instagram Shop Popular,Trending based on category growth and social media signals.,22.0,119.0,70.5,97.0,Premium,70.5,0.3813451953215554
PROD-2025-0608,Aura Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,28671,1218517.5,$23-$62,77.2,Instagram Shop Popular,Trending based on category growth and social media signals.,23.0,62.0,42.5,39.0,Mid-Range,42.5,0.39118442866767905
PROD-2025-0609,Premium Pet Grooming Tools Carrier,Pet,Pet Grooming Tools,30278,4057252.0,$84-$184,79.4,Instagram Shop Popular,Trending based on category growth and social media signals.,84.0,184.0,134.0,100.0,Luxury,134.0,0.4024750141676254
PROD-2025-0610,Sustainable Digital Planners Asset,Digital Goods,Digital Planners,47779,3559535.5,$44-$105,77.7,Shopify Trending List,Trending based on category growth and social media signals.,44.0,105.0,74.5,61.0,Premium,74.5,0.3971396294971587
PROD-2025-0611,Aura Pet Grooming Tools Brush,Pet,Pet Grooming Tools,87765,4958722.5,$45-$68,79.9,Amazon Best Sellers,Trending based on category growth and social media signals.,45.0,68.0,56.5,23.0,Premium,56.5,0.4153700911031653
PROD-2025-0612,Smart Womenswear Jacket,Fashion,Womenswear,81326,5245527.0,$60-$69,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,60.0,69.0,64.5,9.0,Premium,64.5,0.38820576003026286
PROD-2025-0613,Flex Stock Media Masterclass,Digital Goods,Stock Media,58865,6445717.5,$103-$116,72.5,Google Trends Breakout,Trending based on category growth and social media signals.,103.0,116.0,109.5,13.0,Luxury,109.5,0.3731442535496818
PROD-2025-0614,Eco Wearable Tech Case,Electronics,Wearable Tech,35872,6977104.0,$147-$242,89.1,Google Trends Breakout,Trending based on category growth and social media signals.,147.0,242.0,194.5,95.0,Luxury,194.5,0.4519865482601577
PROD-2025-0615,Ultra Home Gym Equipment Band,Fitness,Home Gym Equipment,86628,14683446.0,$138-$201,70.1,Instagram Shop Popular,Trending based on category growth and social media signals.,138.0,201.0,169.5,63.0,Luxury,169.5,0.3661644932727739
PROD-2025-0616,Zen Athleisure Hoodie,Fashion,Athleisure,33521,2480554.0,$59-$89,77.5,Instagram Shop Popular,Trending based on category growth and social media signals.,59.0,89.0,74.0,30.0,Premium,74.0,0.3935614290875543
PROD-2025-0617,Eco Menswear Belt,Fashion,Menswear,11617,1126849.0,$62-$132,70.9,Amazon Best Sellers,Trending based on category growth and social media signals.,62.0,132.0,97.0,70.0,Premium,97.0,0.3566006420366373
PROD-2025-0618,Pure Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,95594,12761799.0,$113-$154,87.2,Google Trends Breakout,Trending based on category growth and social media signals.,113.0,154.0,133.5,41.0,Luxury,133.5,0.4532857686881556
PROD-2025-0619,Premium Charging Solutions Adapter,Electronics,Charging Solutions,80172,3687912.0,$17-$75,79.1,Google Trends Breakout,Trending based on category growth and social media signals.,17.0,75.0,46.0,58.0,Mid-Range,46.0,0.40999708817778113
PROD-2025-0620,Pro Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,97550,5023825.0,$29-$74,86.5,Instagram Shop Popular,Trending based on category growth and social media signals.,29.0,74.0,51.5,45.0,Premium,51.5,0.4501394620533672
PROD-2025-0621,Aura Biodegradable Products Utensils,Eco-Friendly,Biodegradable Products,79302,4639167.0,$51-$66,82.4,Instagram Shop Popular,Trending based on category growth and social media signals.,51.0,66.0,58.5,15.0,Premium,58.5,0.4263397705766902
PROD-2025-0622,Sustainable Charging Solutions Earbuds,Electronics,Charging Solutions,17209,2417864.5,$105-$176,73.9,Instagram Shop Popular,Trending based on category growth and social media signals.,105.0,176.0,140.5,71.0,Luxury,140.5,0.3726118144795121
PROD-2025-0623,Smart Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,29823,2937565.5,$89-$108,88.8,Amazon Best Sellers,Trending based on category growth and social media signals.,89.0,108.0,98.5,19.0,Premium,98.5,0.449392738870503
PROD-2025-0624,Smart E-books Asset,Digital Goods,E-books,41795,3260010.0,$33-$123,71.0,Shopify Trending List,Trending based on category growth and social media signals.,33.0,123.0,78.0,90.0,Premium,78.0,0.3625575737213786
PROD-2025-0625,Minimalist Home Gym Equipment Bench,Fitness,Home Gym Equipment,83247,5078067.0,$48-$74,83.9,Amazon Best Sellers,Trending based on category growth and social media signals.,48.0,74.0,61.0,26.0,Premium,61.0,0.434553124526465
PROD-2025-0626,Premium Biodegradable Products Straws,Eco-Friendly,Biodegradable Products,81983,12994305.5,$132-$185,76.4,Instagram Shop Popular,Trending based on category growth and social media signals.,132.0,185.0,158.5,53.0,Luxury,158.5,0.3968245619428109
PROD-2025-0627,Vital Charging Solutions Watch,Electronics,Charging Solutions,60444,1873764.0,$14-$48,81.6,Amazon Best Sellers,Trending based on category growth and social media signals.,14.0,48.0,31.0,34.0,Mid-Range,31.0,0.41892977595442055
PROD-2025-0628,Organic Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,83580,9862440.0,$75-$161,86.7,Shopify Trending List,Trending based on category growth and social media signals.,75.0,161.0,118.0,86.0,Luxury,118.0,0.4486133391944688
PROD-2025-0629,Premium SaaS Subscriptions Template,Digital Goods,SaaS Subscriptions,95876,15723664.0,$140-$188,82.4,Shopify Trending List,Trending based on category growth and social media signals.,140.0,188.0,164.0,48.0,Luxury,164.0,0.4293367612898886
PROD-2025-0630,Portable Personal Care Gadgets Lotion,Beauty & Skincare,Personal Care Gadgets,68080,987160.0,$12-$17,84.9,Shopify Trending List,Trending based on category growth and social media signals.,12.0,17.0,14.5,5.0,Budget,14.5,0.4368105543474448
PROD-2025-0631,Glow Upcycled Fashion Sponge,Eco-Friendly,Upcycled Fashion,97924,6071288.0,$42-$82,77.8,Google Trends Breakout,Trending based on category growth and social media signals.,42.0,82.0,62.0,40.0,Premium,62.0,0.40670709053935344
